14.925000,P
14.958333,B
14.991667,P
15.025000,I
15.058333,B
15.091667,B
15.125000,B
15.158333,P
15.191667,B
15.225000,B
15.258333,B
15.291667,P
15.325000,B
15.358333,B
15.391667,B
15.425000,P
15.458333,B
15.491667,B
15.525000,B
15.558333,P
15.591667,B
15.625000,B
15.658333,B
15.691667,P
15.725000,B
15.758333,B
15.791667,B
15.825000,P
15.858333,B
15.891667,B
15.925000,B
15.958333,P
15.991667,B
16.025000,B
16.058333,B
16.091667,P
16.125000,B
16.158333,B
16.191667,B
16.225000,P
16.258333,B
16.291667,B
16.325000,B
16.358333,P
16.391667,B
16.425000,B
16.458333,B
16.491667,P
16.525000,B
16.558333,B
16.591667,B
16.625000,P
16.658333,B
16.691667,B
16.725000,B
16.758333,P
16.791667,B
16.825000,B
16.858333,B
16.891667,P
