33.336667,P
33.370000,P
33.403333,P
33.436667,B
33.470000,P
33.503333,B
33.536667,P
33.570000,B
33.603333,P
33.636667,B
33.670000,P
33.703333,B
33.736667,P
33.770000,B
33.803333,P
33.836667,B
33.870000,P
33.903333,P
33.936667,P
33.970000,P
34.003333,P
34.036667,P
34.070000,B
34.103333,B
34.136667,B
34.170000,P
34.203333,B
34.236667,P
34.270000,B
34.303333,P
34.336667,B
34.370000,B
34.403333,B
34.436667,P
34.470000,B
34.503333,P
34.536667,B
34.570000,P
34.603333,P
34.636667,P
34.670000,B
34.703333,P
34.736667,P
34.770000,P
34.803333,P
34.836667,P
34.870000,P
34.903333,P
34.936667,P
34.970000,P
35.003333,P
35.036667,B
35.070000,B
35.103333,P
35.136667,B
35.170000,B
35.203333,B
35.236667,P
35.270000,B
35.303333,P
