Index,Timestamp (s),Peak Frequency (Hz),Potential Event
65,0.7546,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
66,0.7663,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
67,0.7779,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
68,0.7895,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
69,0.8011,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
70,0.8127,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
71,0.8243,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
72,0.8359,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
73,0.8475,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
74,0.8591,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
75,0.8707,473.73,Ambient/Speech
76,0.8824,430.66,Ambient/Speech
77,0.8940,430.66,Ambient/Speech
78,0.9056,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
79,0.9172,258.40,LARGE EXPLOSION (Low Frequency)
80,0.9288,129.20,LARGE EXPLOSION (Low Frequency)
81,0.9404,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
82,0.9520,301.46,LARGE EXPLOSION (Low Frequency)
83,0.9636,301.46,LARGE EXPLOSION (Low Frequency)
84,0.9752,344.53,LARGE EXPLOSION (Low Frequency)
85,0.9868,129.20,LARGE EXPLOSION (Low Frequency)
86,0.9985,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
87,1.0101,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
88,1.0217,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
89,1.0333,172.27,LARGE EXPLOSION (Low Frequency)
90,1.0449,129.20,LARGE EXPLOSION (Low Frequency)
91,1.0565,129.20,LARGE EXPLOSION (Low Frequency)
92,1.0681,129.20,LARGE EXPLOSION (Low Frequency)
93,1.0797,129.20,LARGE EXPLOSION (Low Frequency)
94,1.0913,258.40,LARGE EXPLOSION (Low Frequency)
95,1.1029,172.27,LARGE EXPLOSION (Low Frequency)
96,1.1146,258.40,LARGE EXPLOSION (Low Frequency)
97,1.1262,215.33,LARGE EXPLOSION (Low Frequency)
98,1.1378,43.07,FIREWORK/MORTAR (Sub-Bass Thump)
99,1.1494,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
100,1.1610,602.93,GUNSHOT (9mm/Rifle Spectral Peak)
101,1.1726,215.33,LARGE EXPLOSION (Low Frequency)
102,1.1842,215.33,LARGE EXPLOSION (Low Frequency)
103,1.1958,775.20,GUNSHOT (9mm/Rifle Spectral Peak)
104,1.2074,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
105,1.2190,215.33,LARGE EXPLOSION (Low Frequency)
106,1.2307,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
107,1.2423,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
108,1.2539,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
109,1.2655,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
110,1.2771,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
111,1.2887,775.20,GUNSHOT (9mm/Rifle Spectral Peak)
112,1.3003,775.20,GUNSHOT (9mm/Rifle Spectral Peak)
113,1.3119,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
114,1.3235,2024.12,Ambient/Speech
115,1.3351,2024.12,Ambient/Speech
116,1.3468,2024.12,Ambient/Speech
117,1.3584,1981.05,Ambient/Speech
118,1.3700,129.20,LARGE EXPLOSION (Low Frequency)
119,1.3816,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
120,1.3932,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
121,1.4048,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
122,1.4164,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
123,1.4280,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
124,1.4396,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
125,1.4512,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
126,1.4629,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
127,1.4745,775.20,GUNSHOT (9mm/Rifle Spectral Peak)
128,1.4861,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
129,1.4977,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
130,1.5093,387.60,LARGE EXPLOSION (Low Frequency)
131,1.5209,387.60,LARGE EXPLOSION (Low Frequency)
132,1.5325,387.60,LARGE EXPLOSION (Low Frequency)
133,1.5441,387.60,LARGE EXPLOSION (Low Frequency)
134,1.5557,344.53,LARGE EXPLOSION (Low Frequency)
135,1.5673,344.53,LARGE EXPLOSION (Low Frequency)
136,1.5790,301.46,LARGE EXPLOSION (Low Frequency)
137,1.5906,301.46,LARGE EXPLOSION (Low Frequency)
138,1.6022,301.46,LARGE EXPLOSION (Low Frequency)
139,1.6138,559.86,GUNSHOT (9mm/Rifle Spectral Peak)
140,1.6254,258.40,LARGE EXPLOSION (Low Frequency)
141,1.6370,258.40,LARGE EXPLOSION (Low Frequency)
142,1.6486,258.40,LARGE EXPLOSION (Low Frequency)
143,1.6602,430.66,Ambient/Speech
144,1.6718,430.66,Ambient/Speech
145,1.6834,430.66,Ambient/Speech
146,1.6951,430.66,Ambient/Speech
147,1.7067,430.66,Ambient/Speech
148,1.7183,430.66,Ambient/Speech
149,1.7299,387.60,LARGE EXPLOSION (Low Frequency)
150,1.7415,387.60,LARGE EXPLOSION (Low Frequency)
151,1.7531,430.66,Ambient/Speech
152,1.7647,430.66,Ambient/Speech
153,1.7763,473.73,Ambient/Speech
154,1.7879,947.46,GUNSHOT (9mm/Rifle Spectral Peak)
155,1.7995,473.73,Ambient/Speech
156,1.8112,904.39,GUNSHOT (9mm/Rifle Spectral Peak)
157,1.8228,430.66,Ambient/Speech
158,1.8344,430.66,Ambient/Speech
159,1.8460,387.60,LARGE EXPLOSION (Low Frequency)
160,1.8576,387.60,LARGE EXPLOSION (Low Frequency)
161,1.8692,344.53,LARGE EXPLOSION (Low Frequency)
162,1.8808,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
163,1.8924,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
164,1.9040,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
165,1.9156,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
166,1.9273,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
167,1.9389,430.66,Ambient/Speech
168,1.9505,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
169,1.9621,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
170,1.9737,861.33,GUNSHOT (9mm/Rifle Spectral Peak)
171,1.9853,818.26,GUNSHOT (9mm/Rifle Spectral Peak)
