6.337222,B
6.371111,P
6.405000,B
6.438889,P
6.472778,B
6.506667,P
6.540556,B
6.574444,P
6.608333,B
6.642222,P
6.676111,B
6.710000,B
6.743889,B
6.777778,B
6.811667,P
6.845556,B
6.879444,P
6.913333,B
6.947222,B
6.981111,B
7.015000,P
7.048889,B
7.082778,P
7.116667,B
7.150556,P
7.184444,B
7.218333,P
7.252222,B
7.286111,P
7.320000,B
7.353889,P
7.387778,P
7.421667,P
7.455556,P
7.489444,P
7.523333,P
7.557222,P
7.591111,P
7.625000,P
7.658889,P
7.692778,I
7.726667,I
7.760556,I
7.794444,I
7.828333,I
7.862222,I
7.896111,I
7.930000,I
7.963889,I
7.997778,I
8.031667,I
8.065556,P
8.099444,I
8.133333,P
8.167222,P
8.201111,P
8.235000,I
8.268889,I
8.302778,I
