0.000000,I,
0.033333,B
0.066667,B
0.100000,B
0.133333,P
0.166667,B
0.200000,B
0.233333,B
0.266667,P
0.300000,B
0.333333,B
0.366667,B
0.400000,P
0.433333,B
0.466667,B
0.500000,B
0.533333,P
0.566667,B
0.600000,B
0.633333,B
0.666667,P
0.700000,B
0.733333,B
0.766667,B
0.800000,P
0.833333,B
0.866667,B
0.900000,B
0.933333,P
0.966667,B
1.000000,B
1.033333,B
1.066667,P
1.100000,B
1.133333,B
1.166667,B
1.200000,P
1.233333,B
1.266667,B
1.300000,B
1.333333,P
1.366667,B
1.400000,P
1.433333,B
1.466667,B
1.500000,B
1.533333,P
1.566667,B
1.600000,P
1.633333,B
1.666667,P
1.700000,B
1.733333,B
1.766667,B
1.800000,P
1.833333,B
1.866667,B
1.900000,B
1.933333,P
1.966667,B
2.000000,B
