13.338333,P
13.371667,B
13.405000,B
13.438333,B
13.471667,P
13.505000,B
13.538333,B
13.571667,B
13.605000,P
13.638333,B
13.671667,B
13.705000,B
13.738333,P
13.771667,B
13.805000,B
13.838333,B
13.871667,P
13.905000,B
13.938333,B
13.971667,B
14.005000,P
14.038333,B
14.071667,B
14.105000,B
14.138333,P
14.171667,B
14.205000,B
14.238333,B
14.271667,P
14.305000,B
14.338333,B
14.371667,B
14.405000,P
14.438333,B
14.471667,B
14.505000,B
14.538333,P
14.571667,B
14.605000,B
14.638333,B
14.671667,P
14.705000,B
14.738333,B
14.771667,P
14.805000,B
14.838470,P
