2.633333,B
2.666667,P
2.700000,B
2.733333,B
2.766667,B
2.800000,P
2.833333,B
2.866667,B
2.900000,B
2.933333,P
2.966667,B
3.000000,B
3.033333,B
3.066667,P
3.100000,B
3.133333,B
3.166667,B
3.200000,P
3.233333,B
3.266667,B
3.300000,B
3.333333,P
3.366667,B
3.400000,B
3.433333,B
3.466667,P
3.500000,B
3.533333,B
3.566667,B
3.600000,P
3.633333,B
3.666667,B
3.700000,B
3.733333,P
3.766667,B
3.800000,B
3.833333,B
3.866667,P
3.900000,B
3.933333,B
3.966667,B
4.000000,P
4.033333,B
4.066667,B
4.100000,B
4.133333,P
4.166667,B
4.200000,B
4.233333,B
4.266667,P
4.300000,B
4.333333,B
4.366667,B
4.400000,P
4.433333,B
4.466667,B
4.500000,B
4.533333,P
4.566667,B
4.600000,B
